herd,year,event,time,dist.hum_scale,dist.nat_scale,dist.all_scale,dist.hum.es_scale,dist.cuts_scale,grow.seas.length_scale,snow.depth_scale,cooler.winter_scale,warm.dry.summer_scale,start.spring_scale,rain.on.snow_scale,greenness_scale
2,34,0,169,-0.7511487774857865,-0.25465211417494843,-0.8501324244663904,-0.7347836032356344,-0.655740763112501,-1.7501778970274977,-0.565429750184969,0.3228025597025904,0.7224054971727735,1.9523885359979904,-1.096940478260828,-2.3688388971757344
2,35,0,365,-0.7511487774857865,-0.25267640066956193,-0.8494762188757821,-0.7347836032356344,-0.655740763112501,-1.968627978166471,0.38200622227238196,0.14480344053276425,-1.3519827595982048,2.764579294320373,-1.0675718456112928,-2.4114479626631744
2,36,0,364,-0.7511487774857865,-0.25267640066956193,-0.8494762188757821,-0.7347836032356344,-0.655740763112501,-2.0491063174571136,-0.2638267591163109,-0.013509780776912525,-3.210789872468623,1.0870732868926076,-0.9070763531304693,-2.4425410645053622
2,37,0,364,-0.7511487774857865,-0.24635411745426547,-0.8473763609864802,-0.7347836032356344,-0.655740763112501,-1.3160110785772625,-0.48561503903798325,0.06666697588042003,-0.2659737064437349,1.5360691024979478,-0.9370899777122855,-2.284542043292473
2,38,0,364,-0.7511487774857865,-0.24635411745426547,-0.8473763609864802,-0.7347836032356344,-0.655740763112501,-1.838887328526564,0.9210731194329365,0.7498480845552429,-0.8569351415490865,1.2860237437790938,-1.1185262082609195,-2.012765301264472
2,39,1,364,-0.7511487774857865,-0.24635411745426547,-0.8473763609864802,-0.7347836032356344,-0.655740763112501,-2.0415585612056146,0.4279373562043663,0.6918160221330154,-2.0602159346014743,0.4385181377155763,-1.0919955401133874,-2.792626359321091
2,35,0,150,-0.7511487774857865,-0.25267640066956193,-0.8494762188757821,-0.7347836032356344,-0.655740763112501,-1.968627978166471,0.38200622227238196,0.14480344053276425,-1.3519827595982048,2.764579294320373,-1.0675718456112928,-2.4114479626631744
2,36,0,364,-0.7511487774857865,-0.25267640066956193,-0.8494762188757821,-0.7347836032356344,-0.655740763112501,-2.0491063174571136,-0.2638267591163109,-0.013509780776912525,-3.210789872468623,1.0870732868926076,-0.9070763531304693,-2.4425410645053622
2,37,0,364,-0.7511487774857865,-0.24635411745426547,-0.8473763609864802,-0.7347836032356344,-0.655740763112501,-1.3160110785772625,-0.48561503903798325,0.06666697588042003,-0.2659737064437349,1.5360691024979478,-0.9370899777122855,-2.284542043292473
2,38,0,364,-0.7511487774857865,-0.24635411745426547,-0.8473763609864802,-0.7347836032356344,-0.655740763112501,-1.838887328526564,0.9210731194329365,0.7498480845552429,-0.8569351415490865,1.2860237437790938,-1.1185262082609195,-2.012765301264472
2,39,1,364,-0.7511487774857865,-0.24635411745426547,-0.8473763609864802,-0.7347836032356344,-0.655740763112501,-2.0415585612056146,0.4279373562043663,0.6918160221330154,-2.0602159346014743,0.4385181377155763,-1.0919955401133874,-2.792626359321091
3,27,0,350,1.0337072225793236,-0.5377283878167769,0.8749312973465976,1.049284484684693,1.1207744817057879,-0.192575381004749,-0.04345244858219012,-0.14472492087675565,-0.5542339392038157,1.1756345135478898,-0.40630066101881257,0.9660766921625451
3,28,0,364,1.1493314969112989,-0.5416730351401855,0.9914626975804535,1.1648577174928845,1.2358584358255114,0.6145910783522175,-1.3291184321806824,-1.4500148417463485,-0.46586032079892364,-0.4043099848791438,-0.10754087642580623,0.8443260858503686
3,29,0,364,1.3169474152912235,-0.5418921822148932,1.1622201397714629,1.3323996430029386,1.402691073453024,1.340697416684394,-0.3480283798037798,-1.0908884042900833,0.6766547587588404,-1.4836809894693312,0.3438670093590389,0.8867048320649042
3,30,1,47,1.492419213953236,-0.5421113292853833,1.3409841116490082,1.507793980871908,1.5773428802919953,0.5069912236144857,-0.8823802225803307,-0.6660935591367112,-0.6950260342848605,0.6667404804728954,-0.026278598103265906,0.7570964998921158
3,27,0,18,1.0337072225793236,-0.5377283878167769,0.8749312973465976,1.049284484684693,1.1207744817057879,-0.192575381004749,-0.04345244858219012,-0.14472492087675565,-0.5542339392038157,1.1756345135478898,-0.40630066101881257,0.9660766921625451
3,28,0,364,1.1493314969112989,-0.5416730351401855,0.9914626975804535,1.1648577174928845,1.2358584358255114,0.6145910783522175,-1.3291184321806824,-1.4500148417463485,-0.46586032079892364,-0.4043099848791438,-0.10754087642580623,0.8443260858503686
3,29,0,364,1.3169474152912235,-0.5418921822148932,1.1622201397714629,1.3323996430029386,1.402691073453024,1.340697416684394,-0.3480283798037798,-1.0908884042900833,0.6766547587588404,-1.4836809894693312,0.3438670093590389,0.8867048320649042
3,30,0,364,1.492419213953236,-0.5421113292853833,1.3409841116490082,1.507793980871908,1.5773428802919953,0.5069912236144857,-0.8823802225803307,-0.6660935591367112,-0.6950260342848605,0.6667404804728954,-0.026278598103265906,0.7570964998921158
3,31,0,365,1.6712476160086107,-0.5412347409931891,1.5235329884670663,1.6865434403852477,1.7553356048850597,0.38074318477162666,-1.1262263417836407,-0.7321676173021616,-1.095340197776221,0.7377113957508739,-0.4716648389270054,0.8145726744455806
3,32,0,364,1.800226886819187,-0.5421113292832881,1.6546945020349662,1.8154657742026479,1.883712146663319,0.4467909311708976,-0.5523366077308773,-0.8895081558460038,-1.4554978228379623,-0.4236880828416616,0.9103804941526146,0.6719858512445902
3,27,0,18,1.0337072225793236,-0.5377283878167769,0.8749312973465976,1.049284484684693,1.1207744817057879,-0.192575381004749,-0.04345244858219012,-0.14472492087675565,-0.5542339392038157,1.1756345135478898,-0.40630066101881257,0.9660766921625451
3,28,0,364,1.1493314969112989,-0.5416730351401855,0.9914626975804535,1.1648577174928845,1.2358584358255114,0.6145910783522175,-1.3291184321806824,-1.4500148417463485,-0.46586032079892364,-0.4043099848791438,-0.10754087642580623,0.8443260858503686
3,29,0,364,1.3169474152912235,-0.5418921822148932,1.1622201397714629,1.3323996430029386,1.402691073453024,1.340697416684394,-0.3480283798037798,-1.0908884042900833,0.6766547587588404,-1.4836809894693312,0.3438670093590389,0.8867048320649042
3,30,0,364,1.492419213953236,-0.5421113292853833,1.3409841116490082,1.507793980871908,1.5773428802919953,0.5069912236144857,-0.8823802225803307,-0.6660935591367112,-0.6950260342848605,0.6667404804728954,-0.026278598103265906,0.7570964998921158
3,31,0,365,1.6712476160086107,-0.5412347409931891,1.5235329884670663,1.6865434403852477,1.7553356048850597,0.38074318477162666,-1.1262263417836407,-0.7321676173021616,-1.095340197776221,0.7377113957508739,-0.4716648389270054,0.8145726744455806
3,32,1,76,1.800226886819187,-0.5421113292832881,1.6546945020349662,1.8154657742026479,1.883712146663319,0.4467909311708976,-0.5523366077308773,-0.8895081558460038,-1.4554978228379623,-0.4236880828416616,0.9103804941526146,0.6719858512445902
3,27,0,18,1.0337072225793236,-0.5377283878167769,0.8749312973465976,1.049284484684693,1.1207744817057879,-0.192575381004749,-0.04345244858219012,-0.14472492087675565,-0.5542339392038157,1.1756345135478898,-0.40630066101881257,0.9660766921625451
3,28,0,364,1.1493314969112989,-0.5416730351401855,0.9914626975804535,1.1648577174928845,1.2358584358255114,0.6145910783522175,-1.3291184321806824,-1.4500148417463485,-0.46586032079892364,-0.4043099848791438,-0.10754087642580623,0.8443260858503686
